tender_id,tenderguru_card_id,customer,budget_rub,niche,product_category,opportunity_title,problem,requested_solution,ai_terms,modules,scenarios,integrations,constraints,mvp_opportunity,target_buyers,reuse_score,complexity,evidence_files,product_card
"0811500001125000109","89904147","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЦИФРОВОЙ ТРАНСФОРМАЦИИ РЕСПУБЛИКИ ТАТАРСТАН""","7500000","ai_general","enterprise_rag_llm_assistant","Защищенный корпоративный RAG/LLM-помощник","Модуль управления памятью предназначен для хранения, организации и эффективного управления информацией из предыдущих взаимодействий пользователей с большими языковыми моделями в Подсистеме «Сервисы на базе технологий искусственного интеллекта для государственных служащих Республики Татарстан». Модуль обеспечивает персонализацию и повышение эффективности работы государственных служащих с большими языковыми моделями путем сохранения контекста предыдущих чатов, предпочтений пользователей и релевантной информации; Модернизация Системы направлена на расширение функциональных возможностей Подсистемы «Сервисы на базе технологий искусственного интеллекта для государственных служащих Республики Татарстан», повышение эффективности работы государственных служащих с большой языковой моделью, улучшение пользовательского опыта. Модуль управления памятью предназначен для хранения, организации и эффективного управления информацией из предыдущих взаимодействий пользователей с большими языковыми моделями в Подсистеме «Сервисы на базе технологий искусственного интеллекта для государственных служащих Республики Татарстан». Модуль обеспечивает персонализацию и повышение эффективности работы государственных служащих с большими языковыми моделями путем сохранения контекста предыдущих чатов, предпочтений пользователей и релевантной информации; Модернизация Системы направлена на расширение функциональных возможностей Подсистемы «Сервисы на базе технологий искусственного интеллекта для государственных служащих Республики Татарстан», повышение эффективности работы государственных служащих с большой языковой моделью, улучшение пользовательского опыта.","LLM/RAG-помощник с чат-интерфейсом, базами знаний, document QA, суммаризацией, интеграциями с порталами/мессенджерами, closed-contour deployment и ИБ. Ключевые элементы: rag, llm_pipeline, chat_ui, integration, monitoring_support, information_security, on_prem_llm, большая языковая модель.","большая языковая модель","rag; llm_pipeline; chat_ui; integration; monitoring_support; information_security; on_prem_llm","","корпоративный мессенджер","information_security; personal_data; on_prem_hardware","Secure RAG assistant: загрузка документов, векторная база, чат с источниками, summary/comparison/fact extraction, feedback, админка обновления базы и API для портала/мессенджера.","энергетика; инфраструктура; телеком; банки; страхование; промышленные холдинги; госуслуги","high","high","data/raw/tenderguru/2026-05-25/docs/0811500001125000109/derived-2-001-n811247_opisanie_obekta_zakupki._tehnicheskoe_zadanie.docx.txt | data/raw/tenderguru/2026-05-25/docs/0811500001125000109/derived-2-001-n811247_prilozhenie__1_k_kontraktu._tehnicheskoe_zadanie.docx.txt | data/raw/tenderguru/2026-05-25/docs/0811500001125000109/derived-2-001-n811247_obosnovanie_nmck.docx.txt | data/raw/tenderguru/2026-05-25/docs/0811500001125000109/derived-2-001-n811247_poryadok_rassmotreniya_i_ocenki_zayavok_na_uchastie_v_konkurse.docx.txt | data/raw/tenderguru/2026-05-25/docs/0811500001125000109/derived-2-001-n811247_prilozhenie__4_k_kontraktu._kalendarnyy_plan_vypolneniya_rabot.docx.txt | data/raw/tenderguru/2026-05-25/docs/0811500001125000109/derived-2-001-n811247_proekt_gosudarstvennogo_kontrakta.docx.txt","data/analysis/2026-05-25/product-cards/0811500001125000109.md"
"0811500001126000022","94252330","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЦИФРОВОЙ ТРАНСФОРМАЦИИ РЕСПУБЛИКИ ТАТАРСТАН""","152000000","ai_general","enterprise_rag_llm_assistant","Защищенный корпоративный RAG/LLM-помощник","Целью оказания услуг является предоставление сервиса обеспечения государственных (муниципальных) функций на базе технологий искусственного интеллекта для сотрудников органов государственной власти и государственных учреждений Республики Татарстан. Внедрение ИИ-агентов/моделей в сферу государственного и муниципального управления, образования, оказания государственных и муниципальных услуг Республики Татарстан. Целью оказания услуг является предоставление сервиса обеспечения государственных (муниципальных) функций на базе технологий искусственного интеллекта для сотрудников органов государственной власти и государственных учреждений Республики Татарстан. Внедрение ИИ-агентов/моделей в сферу государственного и муниципального управления, образования, оказания государственных и муниципальных услуг Республики Татарстан. Высшее образование в сфере информационных технологий или среднее образование с повышением квалификации в области сопровождения программного обеспечения Высшее образование или прохождение профессиональной переподготовки или повышение квалификации в области информационной безопасности Высшее образование и прохождение профессиональной переподготовки или повышение квалификации в области интеграции программных систем.","LLM/RAG-помощник с чат-интерфейсом, базами знаний, document QA, суммаризацией, интеграциями с порталами/мессенджерами, closed-contour deployment и ИБ. Ключевые элементы: rag, llm_pipeline, chat_ui, document_ai, integration, knowledge_base, monitoring_support, information_security.","искусственный интеллект; llm; большая языковая модель; эмбеддинг; распознавание; суммаризация","rag; llm_pipeline; chat_ui; document_ai; integration; knowledge_base; monitoring_support; information_security; on_prem_llm","Программный компонент ИИ-Сервиса, реализующий преднастроенный сценарий автоматизированной обработки входных данных пользователя для решения конкретной прикладной задачи с использованием одной или нескольких моделей искусственного интеллекта, развёрнутых в составе Сервиса | Тестирование производительности при фиксированных параметрах нагрузки (Сценарий 1) | Тестирование производительности при смешанной нагрузке (Сценарий 2) | Смешанная нагрузка формируется из корпуса запросов Заказчика трех категорий, отражающих утяжеленное распределение пользовательского трафика: | Запросы сформированы на основе реальных пользовательских сценариев с естественным распределением объема выходных токенов (без фиксации длины ответа). | ИИ-агенты должны представлять собой отдельный режим работы Сервиса, независимый от режима свободного чата. ИИ-агент – это преднастроенный сценарий обработки под конкретную задачу: пользователь должен иметь возможность выбрать нужный агент и получить готовый результат. | Тип 1. Агент в интерфейсе ИИ-Сервиса. Агент должен быть интегрирован непосредственно в веб-интерфейс ИИ-Сервиса. Точка входа – каталог агентов в интерфейсе Сервиса. Пользователь должен иметь возможность ввода текстовых запросов и (или) прикрепления файлов в форматах, поддерживаемых агентом. | Сценарий 1. Создание характеристики на ученика","корпоративный мессенджер; портал/внешний сайт","information_security; personal_data; critical_infrastructure; sla_24x7; on_prem_hardware","Secure RAG assistant: загрузка документов, векторная база, чат с источниками, summary/comparison/fact extraction, feedback, админка обновления базы и API для портала/мессенджера.","энергетика; инфраструктура; телеком; банки; страхование; промышленные холдинги; госуслуги","high","high","data/raw/tenderguru/2026-05-25/docs/0811500001126000022/derived-2-001-n838242_opisanie_obekta_zakupki._tehnicheskie_trebovaniya.docx.txt | data/raw/tenderguru/2026-05-25/docs/0811500001126000022/derived-2-001-n838242_prilozhenie__1_k_kontraktu._tehnicheskie_trebovaniya.docx.txt | data/raw/tenderguru/2026-05-25/docs/0811500001126000022/derived-2-001-n838242_trebovaniya_k_soderzhaniyu_sostavu_zayavki_na_uchastie_v_zakupke.docx.txt | data/raw/tenderguru/2026-05-25/docs/0811500001126000022/derived-2-001-n838242_kalendarnyy_plan_okazaniya_uslug.docx.txt | data/raw/tenderguru/2026-05-25/docs/0811500001126000022/derived-2-001-n838242_obosnovanie_nmck.docx.txt | data/raw/tenderguru/2026-05-25/docs/0811500001126000022/derived-2-001-n838242_poryadok_rassmotreniya_i_ocenki_zayavok_na_uchastie_v_konkurse.docx.txt | data/raw/tenderguru/2026-05-25/docs/0811500001126000022/derived-2-001-n838242_prilozhenie__3_k_kontraktu._kalendarnyy_plan_okazaniya_uslug.docx.txt | data/raw/tenderguru/2026-05-25/docs/0811500001126000022/derived-2-001-n838242_proekt_gosudarstvennogo_kontrakta.docx.txt","data/analysis/2026-05-25/product-cards/0811500001126000022.md"
"0815500000526000543","91759014","КАЗЕННОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ЗАКУПОК ЧУВАШСКОЙ РЕСПУБЛИКИ""","6600000","software_related","medical_ai_support","Сопровождение медицинских AI-компонентов в защищенном контуре","Нужно обеспечить бесперебойную работу медицинского AI-компонента и поддержку пользователей.","Сопровождение и поддержка медицинского AI-компонента: мониторинг, обновления, диагностика, исправление ошибок, обучение пользователей и соблюдение требований защищенного контура. Ключевые элементы: chat_ui, monitoring_support.","","chat_ui; monitoring_support","","","on_prem_hardware","Managed AI support desk for healthcare AI systems: мониторинг, SLA, база знаний ошибок, регламент обновлений, обучение пользователей и compliance-пакет для защищенных медсистем.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS; разработчики медицинского ПО","low","low","data/raw/tenderguru/2026-05-25/docs/0815500000526000543/derived-2-001-prilozhenie-3-trebovaniya.docx.txt | data/raw/tenderguru/2026-05-25/docs/0815500000526000543/derived-2-001-prilozhenie-4-proekt-kontrakta.docx.txt","data/analysis/2026-05-25/product-cards/0815500000526000543.md"
"0818500000825006678","88710974","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""","1500000","software_related","medical_ai_support","Сопровождение медицинских AI-компонентов в защищенном контуре","Нужно обеспечить бесперебойную работу медицинского AI-компонента и поддержку пользователей.","Сопровождение и поддержка медицинского AI-компонента: мониторинг, обновления, диагностика, исправление ошибок, обучение пользователей и соблюдение требований защищенного контура. Ключевые элементы: chat_ui, integration, monitoring_support.","","chat_ui; integration; monitoring_support","Создание и управление многоуровневой логики регистрации записи на прием к врачу от Абонентов в систему Заказчика, в зависимости от их реакции в простой голосовой форме естественной человеческой речи Абонента на тот или иной запрос, по соответствующим тематикам или сценариям; | Исполнитель обеспечивает возможность использования и хранения сценариев ответов на поставленные вопросы для операторов; | Статистика работы по дням (тип обращения; способ обработки обращения (чат-бот/оператор); длительность ожидания по обращениям, общее кол-во поступивших обращений, обработанное кол-во обращений, общая длительность обработанных обращений); | Статистика работы по каждому оператору, включая чат-бот (кол-во отработанного времени, кол-во принятых обращений. Детализация - поминутная);","","personal_data; on_prem_hardware","Managed AI support desk for healthcare AI systems: мониторинг, SLA, база знаний ошибок, регламент обновлений, обучение пользователей и compliance-пакет для защищенных медсистем.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS; разработчики медицинского ПО","low","low","data/raw/tenderguru/2026-05-25/docs/0818500000825006678/derived-2-001-opisanie-obekta-zakupki.docx.txt | data/raw/tenderguru/2026-05-25/docs/0818500000825006678/derived-2-001-trebovaniya-k-zayavke-na-uchastie-v-zakupke-i-instrukciya-po-ee-zapolneniyu-2025-09-10t095005.029.docx.txt | data/raw/tenderguru/2026-05-25/docs/0818500000825006678/derived-2-001-proekt-kontrakta.docx.txt","data/analysis/2026-05-25/product-cards/0818500000825006678.md"
"0818500000825009521","90546973","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""","3504000","software_related","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: технологии искусственного интеллекта; карточка содержит 500 символов описания","Решение/оборудование для обработки изображений или видеоданных с использованием AI/CV-компонентов. Ключевые элементы: chat_ui, monitoring_support, computer_vision.","","chat_ui; monitoring_support; computer_vision","","","on_prem_hardware","CV pilot kit: прием изображений/видео, модель распознавания, кабинет проверки результатов, отчет качества и API для интеграции.","промышленность; безопасность; медицина; транспорт; ритейл","medium","low","data/raw/tenderguru/2026-05-25/docs/0818500000825009521/derived-2-001-trebovaniya-k-zayavke-na-uchastie-v-zakupke-i-instrukciya-po-ee-zapolneniyu.docx.txt | data/raw/tenderguru/2026-05-25/docs/0818500000825009521/derived-2-001-elektronnyy-dokument-proekt-kontrakta.docx.txt","data/analysis/2026-05-25/product-cards/0818500000825009521.md"
"0818500000825010213","90845442","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""","28000020","document_ai","medical_ai_support","Сопровождение медицинских AI-компонентов в защищенном контуре","Целью оказания услуг является повышение качества лечебно-диагностического процесса за счет: Цели и задачи оказания услуг Целью оказания услуг является повышение качества лечебно-диагностического процесса за счет: сокращения времени оказания медицинских услуг, повышения скорости получения медицинских изображений при постановке диагноза; устранения препятствий логистического характера при реализации права пациента на получение медицинской диагностической услуги;","Сопровождение и поддержка медицинского AI-компонента: мониторинг, обновления, диагностика, исправление ошибок, обучение пользователей и соблюдение требований защищенного контура. Ключевые элементы: chat_ui, integration, monitoring_support, information_security, computer_vision.","","chat_ui; integration; monitoring_support; information_security; computer_vision","единая точка входа для всех обращений в службу технической поддержки Исполнителя, через выделенный телефонный номер и выделенный адрес электронной почты; | Контактная информация о Центре обращений, о единой точке входа для всех обращений в службу технической поддержки Исполнителя, о выделенном телефонном номере и выделенном адресе электронной почты, о Регламенте обслуживания предоставляется Заказчику в течение 3 рабочих дней с даты заключения контракта.","","information_security; personal_data; critical_infrastructure; sla_24x7; on_prem_hardware","Managed AI support desk for healthcare AI systems: мониторинг, SLA, база знаний ошибок, регламент обновлений, обучение пользователей и compliance-пакет для защищенных медсистем.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS; разработчики медицинского ПО","low","medium","data/raw/tenderguru/2026-05-25/docs/0818500000825010213/derived-2-001-elektronnyy-dokument-opisanie-obekta-zakupki.docx.txt | data/raw/tenderguru/2026-05-25/docs/0818500000825010213/derived-2-001-trebovaniya-k-zayavke-na-uchastie-v-zakupke-i-instrukciya-po-ee-zapolneniyu.docx.txt | data/raw/tenderguru/2026-05-25/docs/0818500000825010213/derived-2-001-elektronnyy-dokument-proekt-kontrakta.docx.txt","data/analysis/2026-05-25/product-cards/0818500000825010213.md"
"0818500000825011179","91269052","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""","750000","software_related","medical_ai_support","Сопровождение медицинских AI-компонентов в защищенном контуре","Нужно обеспечить бесперебойную работу медицинского AI-компонента и поддержку пользователей.","Сопровождение и поддержка медицинского AI-компонента: мониторинг, обновления, диагностика, исправление ошибок, обучение пользователей и соблюдение требований защищенного контура. Ключевые элементы: chat_ui, integration, monitoring_support.","","chat_ui; integration; monitoring_support","Создание и управление многоуровневой логики регистрации записи на прием к врачу от Абонентов в систему Заказчика, в зависимости от их реакции в простой голосовой форме естественной человеческой речи Абонента на тот или иной запрос, по соответствующим тематикам или сценариям; | Исполнитель обеспечивает возможность использования и хранения сценариев ответов на поставленные вопросы для операторов; | Статистика работы по дням (тип обращения; способ обработки обращения (чат-бот/оператор); длительность ожидания по обращениям, общее кол-во поступивших обращений, обработанное кол-во обращений, общая длительность обработанных обращений); | Статистика работы по каждому оператору, включая чат-бот (кол-во отработанного времени, кол-во принятых обращений. Детализация - поминутная);","","personal_data; on_prem_hardware","Managed AI support desk for healthcare AI systems: мониторинг, SLA, база знаний ошибок, регламент обновлений, обучение пользователей и compliance-пакет для защищенных медсистем.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS; разработчики медицинского ПО","low","low","data/raw/tenderguru/2026-05-25/docs/0818500000825011179/derived-2-001-opisanie-obekta-zakupki.docx.txt | data/raw/tenderguru/2026-05-25/docs/0818500000825011179/derived-2-001-trebovaniya-k-zayavke-na-uchastie-v-zakupke-i-instrukciya-po-ee-zapolneniyu-2025-12-22t102342.433.docx.txt | data/raw/tenderguru/2026-05-25/docs/0818500000825011179/derived-2-001-proekt-kontrakta.docx.txt","data/analysis/2026-05-25/product-cards/0818500000825011179.md"
"0826500000925002809","87560814","ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ БЕЛГОРОДСКОЙ ОБЛАСТИ ""ЦЕНТР ЗАКУПОК""","2277000","software_related","medical_ai_support","Сопровождение медицинских AI-компонентов в защищенном контуре","Нужно обеспечить бесперебойную работу медицинского AI-компонента и поддержку пользователей.","Сопровождение и поддержка медицинского AI-компонента: мониторинг, обновления, диагностика, исправление ошибок, обучение пользователей и соблюдение требований защищенного контура. Ключевые элементы: integration, monitoring_support, computer_vision, искусственный интеллект.","искусственный интеллект","integration; monitoring_support; computer_vision","Назначение сопровождения заключается в обеспечении информационного обслуживания и технической поддержки программного обеспечения для автоматического анализа цифровых медицинских ММГ, ФЛГ РГ-изображений, поддержания в актуальном состоянии версии программного обеспечения. | Исполнитель организует службу технической поддержки пользователей (СТП) посредством приема их обращений с помощью: | Служба технической поддержки Исполнителя, обеспечивающая выполнение операций в зоне ответственности Исполнителя | Консультационная поддержка специалистов МО (по телефону службы технической поддержки, электронной почте) и оперативное реагирование на вопросы, связанные с работой программного обеспечения.","портал/внешний сайт","personal_data; critical_infrastructure; domestic_registry; sla_24x7","Managed AI support desk for healthcare AI systems: мониторинг, SLA, база знаний ошибок, регламент обновлений, обучение пользователей и compliance-пакет для защищенных медсистем.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS; разработчики медицинского ПО; региональные и муниципальные заказчики","low","medium","data/raw/tenderguru/2026-05-25/docs/0826500000925002809/derived-2-001-prilozhenie-n1-opisanie-obekta-zakupki.docx.txt | data/raw/tenderguru/2026-05-25/docs/0826500000925002809/derived-2-001-prilozhenie-n4-trebovaniya-k-uchastnikam-zakupki.docx.txt | data/raw/tenderguru/2026-05-25/docs/0826500000925002809/derived-2-001-prilozhenie-n6-obrazec-deklaracii-ed.-treb.docx.txt | data/raw/tenderguru/2026-05-25/docs/0826500000925002809/derived-2-001-prilozhenie-n3-obosnovanie-nmck.docx.txt","data/analysis/2026-05-25/product-cards/0826500000925002809.md"
"0830500000225001923","85983905","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""ЦЕНТР ЗАКУПОК""","844225","document_ai","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: распознавание документов; карточка содержит 500 символов описания","Решение/оборудование для обработки изображений или видеоданных с использованием AI/CV-компонентов. Ключевые элементы: chat_ui, monitoring_support.","","chat_ui; monitoring_support","","","domestic_registry; on_prem_hardware","CV pilot kit: прием изображений/видео, модель распознавания, кабинет проверки результатов, отчет качества и API для интеграции.","промышленность; безопасность; медицина; транспорт; ритейл; региональные и муниципальные заказчики","medium","low","info_text","data/analysis/2026-05-25/product-cards/0830500000225001923.md"
"0830500000225004235","89973177","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""ЦЕНТР ЗАКУПОК""","2172414","software_related","voice_assistant_healthcare","Голосовой AI-помощник для медицинской записи","Для обеспечения оказания услуг по технической поддержке Исполнитель в течение 5-ти рабочих дней с момента заключения Контракта направляет в адрес Заказчика Заявку на предоставление доступа к операционным системам виртуальных машин для сотрудников Исполнителя (о создании учетных записей) по форме, указанной в Таблице 2. По итогам рассмотрения Заявки Заказчик в течение 10-ти рабочих дней информирует Исполнителя о предоставлении необходимого доступа (либо о необходимости корректировки запрошенных полномочий). ЦЕЛИ И ЗАДАЧИ ОКАЗАНИЯ УСЛУГ При оказании услуг обеспечивается достижение следующих целей: Обеспечение стабильной и бесперебойной работы Системы; Оптимизация работы Контакт-центра Заказчика;","Голосовой AI-помощник для медицинских сервисов: распознавание речи, сценарии диалога, запись/отмена записи, вызов врача, интеграция с расписанием и электронной регистратурой. Ключевые элементы: chat_ui, document_ai, integration, monitoring_support, information_security, process_automation, computer_vision, распознавание.","распознавание; классификация","chat_ui; document_ai; integration; monitoring_support; information_security; process_automation; computer_vision","Звонок, в ходе которого не выполнен сценарий коммуникации или выполнен частично | Алгоритм взаимодействия Голосового помощника и гражданина | Звонок, в ходе которого выполнен сценарий коммуникации | Сценарий коммуникации «Запись на прием к врачу» | Модуль ""Управление сценарием коммуникации"" | Техническая поддержка Системы должна осуществляться без потери накопленных данных. При оказании услуг должна быть полностью сохранена имеющаяся функциональность Системы. | Сценарий коммуникации «Голосовой помощник» | Исполнителем должен быть реализован следующий сценарий коммуникации для осуществления записи на прием к врачу:","портал/внешний сайт","information_security; personal_data; critical_infrastructure; sla_24x7; on_prem_hardware","Voice appointment assistant: голосовой бот для записи/отмены записи, вызова врача, маршрутизации звонков, интеграции с расписанием и контроля качества диалогов.","региональные минздравы; медицинские ИАЦ; контакт-центры клиник; операторы электронной регистратуры; региональные и муниципальные заказчики","high","medium","data/raw/tenderguru/2026-05-25/docs/0830500000225004235/derived-2-001-opisanie-obekta-zakupki.docx.txt | data/raw/tenderguru/2026-05-25/docs/0830500000225004235/derived-2-001-trebovanie-k-soderzhaniyu-sostavu-zayavki-na-uchastie-v-zakupke-i-instrukciya-po-ee-zapolneniyu.docx.txt | data/raw/tenderguru/2026-05-25/docs/0830500000225004235/derived-2-001-obosnovanie-nachalnoy-maksimalnoy-ceny-kontrakta.docx.txt | data/raw/tenderguru/2026-05-25/docs/0830500000225004235/derived-2-001-proekt-kontrakta.docx.txt","data/analysis/2026-05-25/product-cards/0830500000225004235.md"
"0841200000725001835","89380742","ОГКУ ""АГЗКО""","1416000","software_related","medical_ai_support","Сопровождение медицинских AI-компонентов в защищенном контуре","Для достижения указанных целей должны быть решены следующие основные задачи: Для достижения указанных целей должны быть решены следующие основные задачи:","Сопровождение и поддержка медицинского AI-компонента: мониторинг, обновления, диагностика, исправление ошибок, обучение пользователей и соблюдение требований защищенного контура. Ключевые элементы: chat_ui, integration, monitoring_support, information_security, process_automation.","","chat_ui; integration; monitoring_support; information_security; process_automation","","портал/внешний сайт","information_security; personal_data; sla_24x7; on_prem_hardware","Managed AI support desk for healthcare AI systems: мониторинг, SLA, база знаний ошибок, регламент обновлений, обучение пользователей и compliance-пакет для защищенных медсистем.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS; разработчики медицинского ПО","low","medium","data/raw/tenderguru/2026-05-25/docs/0841200000725001835/derived-2-001-prilozhenie_n3_k_izvescheniyu_trebovanie.docx.txt | data/raw/tenderguru/2026-05-25/docs/0841200000725001835/derived-2-001-prilozhenie_n1_k_izvescheniyu-ooz.docx.txt | data/raw/tenderguru/2026-05-25/docs/0841200000725001835/derived-2-001-prilozhenie_n4_k_izvescheniyu_proekt_kontrakta.docx.txt","data/analysis/2026-05-25/product-cards/0841200000725001835.md"
"0841200000725002360","90985187","ОГКУ ""АГЗКО""","18155280","software_related","medical_ai_support","Сопровождение медицинских AI-компонентов в защищенном контуре",") повышение качества и оперативности предоставления медицинских услуг, а также эффективности и оперативности управленческой деятельности и организации работы с информацией в учреждениях здравоохранения. Назначение, цели и задачи ГИС РМИС ГИС РМИС предназначена для обеспечения: повышения доступности и качества оказания медицинской помощи населению Костромской области; обеспечения преемственности лечебно-диагностического процесса между медицинскими организациями при оказании медицинской помощи;","Сопровождение и поддержка медицинского AI-компонента: мониторинг, обновления, диагностика, исправление ошибок, обучение пользователей и соблюдение требований защищенного контура. Ключевые элементы: chat_ui, integration, monitoring_support, information_security, process_automation, computer_vision.","","chat_ui; integration; monitoring_support; information_security; process_automation; computer_vision","","портал/внешний сайт","information_security; personal_data; critical_infrastructure; domestic_registry; sla_24x7; on_prem_hardware","Managed AI support desk for healthcare AI systems: мониторинг, SLA, база знаний ошибок, регламент обновлений, обучение пользователей и compliance-пакет для защищенных медсистем.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS; разработчики медицинского ПО","low","medium","data/raw/tenderguru/2026-05-25/docs/0841200000725002360/derived-2-001-prilozhenie_n3_k_izvescheniyu_trebovanie_k_soderzhaniyu-_sostavu_zayavki.docx.txt | data/raw/tenderguru/2026-05-25/docs/0841200000725002360/derived-2-001-0.docx.txt | data/raw/tenderguru/2026-05-25/docs/0841200000725002360/derived-2-003-1.docx.txt | data/raw/tenderguru/2026-05-25/docs/0841200000725002360/derived-2-005-2.docx.txt | data/raw/tenderguru/2026-05-25/docs/0841200000725002360/derived-2-007-3.docx.txt | data/raw/tenderguru/2026-05-25/docs/0841200000725002360/derived-2-009-4.docx.txt | data/raw/tenderguru/2026-05-25/docs/0841200000725002360/derived-2-001-prilozhenie_n4_k_izvescheniyu_proekt_kontrakta.docx.txt | data/raw/tenderguru/2026-05-25/docs/0841200000725002360/derived-2-001-prilozhenie_n5_k_izvescheniyu_rekvizity-.docx.txt","data/analysis/2026-05-25/product-cards/0841200000725002360.md"
"0843500000225006267","89928835","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОК КУРГАНСКОЙ ОБЛАСТИ""","585000","document_ai","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: распознавание документов; карточка содержит 500 символов описания","Решение/оборудование для обработки изображений или видеоданных с использованием AI/CV-компонентов. Ключевые элементы: chat_ui, monitoring_support, распознавание.","распознавание","chat_ui; monitoring_support","","портал/внешний сайт","","CV pilot kit: прием изображений/видео, модель распознавания, кабинет проверки результатов, отчет качества и API для интеграции.","промышленность; безопасность; медицина; транспорт; ритейл; региональные и муниципальные заказчики","medium","medium","data/raw/tenderguru/2026-05-25/docs/0843500000225006267/derived-2-001-tz_modul_raspoznavaniya_dokumentov_bez_nds.docx.txt","data/analysis/2026-05-25/product-cards/0843500000225006267.md"
"0846500000625000994","91180730","ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО РАЗМЕЩЕНИЮ ГОСЗАКАЗА ЛИПЕЦКОЙ ОБЛАСТИ""","12986036","software_related","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: технологии искусственного интеллекта; карточка содержит 500 символов описания","Решение/оборудование для обработки изображений или видеоданных с использованием AI/CV-компонентов. Ключевые элементы: chat_ui, integration, monitoring_support, information_security, искусственный интеллект, распознавание, классификация.","искусственный интеллект; распознавание; классификация","chat_ui; integration; monitoring_support; information_security","Исходящие вызовы по сети фиксированной телефонной связи с аудиозаписью разговора на телефонные номера абонентов с последующим Диалогом с ними при помощи Виртуального оператора 4.0 (базовый сценарий Сервиса приведен в приложении № 3 к настоящему заданию). | Исходящие вызовы по сети фиксированной телефонной связи с аудиозаписью разговора на телефонные номера абонентов с последующим Диалогом с ними при помощи Виртуального оператора 4.0 (базовый сценарий Сервиса приведен в приложении № 5 к настоящему заданию). | Приложение № 3 – Базовый сценарий «Опрос жителей о статусе и качестве приема их врачами (терапевтами и узкоспециализированными специалистами)». | Приложение № 4 – Базовый сценарий «Запись на диспансеризацию». | Приложение № 5 – Базовый сценарий «Напоминание о записи на прием к врачу (с подтверждением, отменой или переносом записи)». | Базовый сценарий «Опрос жителей о статусе и качестве приема их врачами | Базовый сценарий «Запись на диспансеризацию» | Базовый сценарий «Напоминание о записи на прием к врачу (с подтверждением, отменой или переносом записи)»","","information_security; personal_data; domestic_registry; sla_24x7; on_prem_hardware","CV pilot kit: прием изображений/видео, модель распознавания, кабинет проверки результатов, отчет качества и API для интеграции.","промышленность; безопасность; медицина; транспорт; ритейл; региональные и муниципальные заказчики","low","medium","data/raw/tenderguru/2026-05-25/docs/0846500000625000994/derived-2-001-opisanie-obekta-zakupki.docx.txt | data/raw/tenderguru/2026-05-25/docs/0846500000625000994/derived-2-001-trebovaniya-k-soderzhaniyu-sostavu-zayavki.docx.txt | data/raw/tenderguru/2026-05-25/docs/0846500000625000994/derived-2-001-obosnovanie-nachalnoy-maksimalnoy-ceny-kontrakta.docx.txt | data/raw/tenderguru/2026-05-25/docs/0846500000625000994/derived-2-001-proekt-kontrakta.docx.txt","data/analysis/2026-05-25/product-cards/0846500000625000994.md"
